news_doc_id,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25,topic_26,topic_27,topic_28,topic_29,topic_30,topic_31,topic_32,topic_33,topic_34,topic_35,topic_36,topic_37,topic_38,topic_39,topic_40,topic_41,topic_42,topic_43,topic_44,topic_45,topic_46,topic_47,topic_48,topic_49,topic_50
291020230445.txt,2.2072693882510066,3.168745506554842,6.919902119785547,0.0,0.0,34.7304432541132,16.712480388581753,14.3801763728261,15.155399613082409,3.7038531359285116,0.0,0.0,0.0,0.0,2.401277015917003,13.069652125239372,0.0,0.0,0.0,11.012261111289263,7.775332812219858,0.0,0.0,0.0,0.0,0.0,2.188057269901037,6.119532773271203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.370722889900208,0.0,0.0,10.17194252088666,15.523039363324642,0.0,0.0,2.845656624995172,0.0,0.0,0.0,0.0,0.0,0.0
11776.txt,0.0,0.8911962881684303,10.356387317180634,1.1774372458457947,0.0,5.856192372739315,5.974515184760094,4.233850579708815,1.0984382657334208,0.0,0.964836529456079,4.139147065579891,1.5964317321777344,1.049166209064424,2.7468450888991356,17.366987109184265,0.0,0.0,0.8677468039095402,0.0,0.0,0.0,0.8031532978639007,0.0,0.0,0.0,3.713047657161951,2.9328699000179768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.052383130416274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9040628978982568,0.0,0.0,2.3844108767807484,0.0,0.0
291020230450.txt,2.369448035955429,3.352197229862213,21.794024288654327,0.0,1.5915677137672901,0.0,4.43365404009819,10.956012278795242,6.400527693331242,0.0,1.681370548903942,10.544278278946877,0.0,0.0,2.5536190383136272,8.487499207258224,4.741410985589027,0.0,1.7489186692982912,0.0,10.960871383547783,0.0,0.0,4.150808617472649,0.0,0.0,3.5651294998824596,4.0388485342264175,3.7175021693110466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6506811641156673,0.0,1.6123655457049608,4.649341583251953,6.884902164340019,0.0,0.0,0.0,0.0,4.91291731595993,0.0,0.0,0.0
0501211723550.txt,8.770365849137306,0.0,13.822692841291428,0.0,0.0,11.573436506092548,8.935403387993574,11.039125755429268,7.87218689545989,0.0,0.0,0.0,6.964812956750393,0.0,1.7025300217792392,4.6474197916686535,0.0,0.0,4.441262690350413,34.147524163126945,9.466131951659918,0.0,0.0,0.0,0.0,0.0,1.9108765311539173,3.2323756739497185,3.591968644410372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.429750606417656,0.0,0.0,12.974549412727356,0.0,0.0,0.0,0.0,0.0,7.886223245412111,0.0,0.0,0.0
291020230452.txt,0.0,5.285882048308849,9.032195262610912,1.8909769859164953,0.0,2.232524160295725,5.971972282975912,11.424444295465946,4.4229379035532475,0.0,0.0,4.196847818791866,0.0,0.0,0.0,4.944580689072609,4.37888490408659,0.0,0.0,14.69455173611641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.23961341381073,3.754267517477274,0.0,0.0,0.0,0.0,1.4149865498766303,0.0,3.045238008722663,2.8362443782389164,4.898123178631067,0.0,1.6645513158291578,6.764933366328478,0.0,0.0,0.0,0.0,0.0,0.0,4.91510459408164,0.0,0.0
050121173101.txt,1.0700165145099163,1.7999065220355988,4.315136983990669,0.0,0.0,0.0,4.86927305161953,6.218549877405167,10.00241333246231,0.0,0.0,0.0,0.0,0.0,1.9401131756603718,2.543505534529686,0.0,0.0,0.7709736730903387,14.378044217824936,0.0,0.0,0.0,0.0,0.0,0.0,1.3259161487221718,6.0468738079071045,4.212849631905556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.049077842384577,0.0,0.0,1.1125706117600203,3.5527788028120995,0.0,0.0,0.0,0.0,0.0,1.4483662508428097,0.0,0.0,0.0
291020230447.txt,0.0,8.375063620507717,2.6061688885092735,3.110400941222906,8.209678746759892,7.698519289493561,12.651004940271378,8.41144922375679,22.67302295565605,2.341067846864462,0.0,1.8885781448334455,5.94349992275238,0.0,3.526007656008005,7.148149944841862,15.208087146282196,0.0,0.0,0.0,0.0,0.0,0.0,3.9771731607615948,0.0,0.0,0.0,14.171437859535217,1.8607690762728453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6168582327663898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
091120113021.txt,0.0,3.6597409546375275,4.909943863749504,0.0,7.603035926818848,2.210010476410389,2.1526008695364,8.969724357128143,7.562646120786667,0.0,0.0,7.252760469913483,0.0,0.0,0.0,6.458518221974373,0.0,0.0,4.8425707668066025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.010864198207855,1.635909978300333,0.0,0.0,3.540299855172634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.934143662452698,0.0,0.0,1.5654617100954056,0.0,0.0,1.9347011372447014,13.746272444725037,0.0,0.0,0.0
30920174441.txt,0.0,0.0,8.966067843139172,0.0,7.2358181700110435,6.922636069357395,30.1035176217556,8.679654020816088,8.508518356829882,0.0,0.0,0.0,3.8206536043435335,0.0,0.0,27.98601597547531,6.034027151763439,0.0,0.0,13.198259845376015,0.0,0.0,0.0,3.5852338280528784,0.0,2.855998738668859,6.887490581721067,13.916044011712074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.022033158689737,4.867362733930349,9.877836126834154,2.0527486223727465,4.339928710833192,4.435916841030121,0.0,0.0,3.224447211250663,0.0,0.0,0.0,0.0,0.0,0.0
291020230503.txt,0.9870338533073664,0.0,0.968528751283884,0.0,9.229511968791485,5.72877960652113,8.729551255702972,4.5558201633393764,2.525081055238843,0.891563531011343,0.0,0.0,2.6323167122900486,0.0,3.7156928293406963,9.072749264538288,0.0,2.092032417654991,2.40365238673985,0.0,6.304034009575844,0.0,0.0,0.0,1.5377046093344688,0.0,1.8281360920518637,2.1376201137900352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.090423345565796,3.210190959274769,4.2723513804376125,2.1697058584541082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9146222081035376,0.0
30920174440.txt,0.0,0.0,0.0,0.0,9.303464572876692,0.0,6.437550272792578,18.782754071056843,13.465668715536594,2.4624364962801337,3.1993420738726854,4.826989021152258,0.0,0.0,7.047240495681763,19.88910960406065,10.322461668401957,0.0,0.0,6.544859282672405,0.0,0.0,0.0,0.0,0.0,1.8275305731222034,32.596151649951935,7.321366485208273,0.0,0.0,2.706900890916586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.514559562318027,0.0,0.0,0.0,2.502516125328839,0.0,0.0,0.0,0.0
091120113036.txt,0.0,0.0,0.6764430645853281,0.0,0.0,1.1803479678928852,1.6377515625208616,4.867614805698395,11.15486390888691,0.0,1.0137930000200868,11.192310005426407,0.0,1.2174491304904222,0.0,1.9879487436264753,13.094358816742897,0.0,0.7033386500552297,0.0,0.0,0.0,0.0,3.1284806318581104,0.0,0.0,0.7751243794336915,2.4023240990936756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8015325292944908,2.0962644182145596,0.0,1.1343407537788153,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291020230448.txt,0.0,0.0,0.0,0.0,2.7888942416757345,33.62508863210678,5.139856580644846,11.409582011401653,3.420523712411523,0.0,0.0,0.0,0.0,0.0,1.2652797438204288,2.4470106419175863,1.433673477731645,0.0,0.0,3.09343583881855,2.9437268152832985,0.0,0.0,0.0,0.0,0.0,1.155882771126926,3.847602531313896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.055819135159254,5.660497434437275,7.739511914551258,0.0,3.7326399981975555,5.604246556758881,0.0,0.0,5.928368344902992,0.0,0.0,0.0,0.0,0.0,0.0
091120113037.txt,0.0,0.0,0.0,0.0,1.3167880102992058,0.0,2.5388562083244324,10.140172243118286,4.16743665933609,0.0,0.0,2.8498269468545914,0.0,1.4002820700407028,1.8966165482997894,5.938607826828957,6.012821167707443,0.0,1.0884328037500381,0.0,0.6829796563833952,0.6837969832122326,0.0,0.6793310437351465,0.0,0.0,2.9717212691903114,4.72747066617012,0.8836453035473824,0.0,0.0,0.735143106430769,0.0,1.3315316550433636,0.0,0.0,2.2503667920827866,0.0,0.0,1.20311513915658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291020230505.txt,0.0,5.372251275926828,31.577466398477554,5.9006557278335094,0.0,3.8491831552237272,5.5615101009607315,10.854586757719517,4.006833124905825,0.0,0.0,15.915135651826859,14.45648168027401,3.585395347326994,5.901505004614592,9.682117961347103,0.0,0.0,0.0,7.438355080783367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.598037272691727,0.0,0.0,0.0,0.0,8.03288509324193,0.0,0.0,0.0,0.0,2.0238508014008403,0.0,2.90555620752275,1.8828523932024837,0.0,0.0,0.0,0.0,0.0,0.0,2.633357889018953,0.0,0.0
30920174446.txt,0.0,0.0,0.0,0.0,0.0,20.493276834487915,13.658184379339218,4.946185395121574,1.6294041238725185,1.8676822856068611,0.0,0.0,4.022016875445843,0.0,3.8811178728938103,25.023269414901733,0.0,0.0,6.181638568639755,25.05830615758896,0.0,0.0,0.0,0.0,1.4873970597982407,0.0,2.1929742209613323,2.9494927152991295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.60948246717453,0.0,0.0,6.174955189228058,0.0,0.0,2.8963049352169037,0.0,0.0,0.0,0.0,0.0,0.0
050121173108.txt,0.0,0.0,13.407590121030807,0.0,3.135456807911396,3.6617083959281445,9.311137050390244,5.108010716736317,7.347093120217323,0.0,0.0,0.0,3.873993169516325,0.0,2.1555630415678024,21.32759866118431,0.0,0.0,0.0,8.14144729077816,10.038905918598175,0.0,0.0,0.0,0.0,0.0,3.4117668494582176,4.949876256287098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.062241241335869,1.2693851217627525,0.0,7.248026266694069,4.572264611721039,0.0,0.0,3.590586706995964,0.0,0.0,0.0,0.0,0.0,0.0
091120113025.txt,0.0,5.7981031984090805,7.312459275126457,0.0,0.0,4.756436996161938,8.19103892147541,5.716232176870108,0.0,2.9646267481148243,0.0,0.0,0.0,0.0,1.3342228895053267,16.217187255620956,0.0,0.0,5.600116275250912,14.47868051379919,0.0,0.0,0.0,0.0,0.0,0.0,2.5074234791100025,6.768844150006771,0.0,0.0,0.0,0.0,1.357434656471014,0.0,0.0,0.0,0.0,4.355879545211792,0.0,0.0,3.130449626594782,0.0,0.0,0.0,0.0,1.3212829045951366,26.49241590499878,0.0,0.0,0.0
091120113031.txt,4.384354144334793,3.9009493365883827,5.6357589438557625,0.0,2.0257408060133457,5.105523906648159,8.314551427960396,4.683389537036419,16.43149110674858,2.569707043468952,0.0,2.649762801826,8.478773832321167,0.0,0.0,3.9000901244580746,1.6086144391447306,0.0,0.0,11.741486504673958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.777575120329857,2.1435901634395123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.992396041750908,0.0,1.4397556688636541,1.3100704941898584,4.021611258387566,1.5535373222082853,0.0,0.0,0.0,0.0,4.705331951379776,0.0,0.0,0.0
51020131206.txt,0.0,3.5160033963620663,9.047248307615519,5.392248788848519,0.0,13.580430671572685,31.642434000968933,5.972475465387106,0.0,0.0,0.0,0.0,17.425671592354774,0.0,4.153621708974242,14.690892398357391,0.0,0.0,3.891494730487466,0.0,2.410717960447073,0.0,0.0,0.0,1.780443754978478,0.0,0.0,12.689422816038132,0.0,0.0,0.0,0.0,0.0,1.9668171182274818,3.935767989605665,3.0607241671532393,0.0,3.5146037116646767,3.711293311789632,4.154720855876803,0.0,0.0,0.0,0.0,0.0,0.0,19.536963291466236,0.0,0.0,0.0
22886.txt,1.3676215521991253,0.0,0.9810285251587629,0.0,0.0,2.436663005501032,11.241523325443268,3.720205619931221,1.7931875623762608,0.0,0.0,0.0,1.4306471943855286,1.1822141222655773,0.0,20.942365407943726,0.0,0.0,1.1949690990149975,10.385668337345123,0.0,0.0,0.0,0.0,0.0,0.0,1.315357267856598,6.461990386247635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.814677640795708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7079652212560177,0.0,0.0
091120113041.txt,0.0,0.0,1.7382396692410111,0.0,2.681166797876358,3.5910877771675587,9.86631153523922,10.54576925933361,3.5898422207683325,0.0,2.1731815841048956,0.0,3.7036976851522923,0.0,1.9913804568350315,12.423298358917236,0.0,0.0,2.0842799618840218,54.807460606098175,0.0,0.0,0.0,1.4898480959236622,0.0,0.0,4.362407270818949,13.606575295329094,0.0,0.0,1.4925218392163515,0.0,0.0,0.0,0.0,0.0,2.4496373310685158,2.853536032140255,0.0,3.4397350139915943,2.457378728315234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17142.txt,0.0,0.6793560460209846,4.277069866657257,0.0,0.0,1.8334796652197838,6.3791342079639435,2.1118346601724625,0.5799304693937302,0.0,0.0,0.0,0.539204990491271,0.0,0.0,13.07382583618164,0.0,0.0,0.0,4.369456321001053,0.0,0.0,0.0,0.0,0.0,0.0,0.7051793392747641,3.196898475289345,0.0,0.0,0.0,0.0,0.0,0.0,0.5433777347207069,1.2722357176244259,1.8205264583230019,0.0,0.0,2.5096558034420013,1.0476004332304,0.0,0.0,0.0,0.0,0.0,0.0,0.7698163855820894,0.0,0.0
41729.txt,0.0,0.0,5.956209897994995,0.0,0.0,4.240843653678894,9.701004028320312,3.190135955810547,3.670872151851654,0.0,0.0,1.5662868320941925,1.5006627142429352,0.0,4.889739155769348,19.348368644714355,2.711476683616638,0.0,0.8116490393877029,6.0613274574279785,0.0,0.0,0.0,0.0,0.0,0.0,1.0155364871025085,5.7849884033203125,0.0,0.0,0.0,0.0,0.0,0.8561486750841141,0.0,0.0,1.8090356886386871,0.0,0.0,0.0,0.0,0.0,0.0,1.3596200942993164,0.0,0.0,0.0,0.0,0.0,0.0
51020131203.txt,0.0,0.0,6.766684502363205,3.6680442541837692,0.0,2.5666680335998535,5.391390100121498,3.116499859839678,0.7848499277606606,0.0,0.0,2.013600680977106,2.8428985811769962,0.0,0.0,4.828068427741528,0.0,0.0,0.8401161096990108,0.0,0.0,0.0,0.0,1.0396746564656496,0.0,0.0,0.5916031748056412,4.995858304202557,0.0,0.0,0.5197224793955684,0.0,0.0,0.0,0.0,0.0,0.0,3.223792612552643,0.0,0.0,0.9627661183476448,0.0,0.0,0.0,0.0,0.0,2.934429969638586,0.0,0.0,0.0
51020131202.txt,1.69057388138026,0.0,0.0,2.457414150238037,3.3306247405707836,2.1807996397837996,26.05540205538273,8.788116089999676,2.9683021660894156,0.0,0.0,4.0637585539370775,5.748474106192589,0.0,3.463742446154356,40.85093492269516,4.36030407436192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1885943077504635,15.559408828616142,0.0,0.0,0.0,0.0,0.0,2.401418081484735,0.0,0.0,0.0,0.0,4.897179080173373,0.0,0.0,0.0,0.0,1.9216061858460307,0.0,0.0,14.24000945687294,0.0,0.0,0.0
51020131148.txt,1.125431090593338,0.6389837190508842,4.65568733215332,0.0,0.0,3.9457791447639465,5.6607829332351685,1.9643628001213074,0.835794173181057,0.0,0.0,0.0,1.611855462193489,0.0,0.0,6.165238320827484,7.51491916179657,1.642432764172554,0.0,1.3772139102220535,0.0,0.5986763462424278,0.0,0.0,0.0,0.0,0.5956781655550003,1.7502065300941467,2.1078450977802277,0.0,0.6058786660432816,0.0,0.0,0.0,0.5688923075795174,2.1141461431980133,1.4141283482313156,0.0,0.0,4.0831533670425415,1.0967963188886642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241120231445.txt,0.0,2.09750884026289,4.912642166018486,0.0,3.6552562080323696,5.389905050396919,16.95204645395279,4.467689976096153,4.763340152800083,0.0,0.0,0.0,3.046162113547325,0.0,2.716407246887684,22.185013979673386,8.493370816111565,0.0,3.6136821694672108,3.2491370737552643,2.5285596773028374,0.0,0.0,1.9534056354314089,0.0,0.0,3.986986018717289,8.674765259027481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0669153966009617,0.0,0.0,8.030386671423912,4.309698678553104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1853437423706055,0.0
241120225356.txt,0.0,0.0,9.553344249725342,0.0,0.0,10.791420936584473,8.170429468154907,2.15051531791687,6.720064878463745,0.0,0.0,2.6399558782577515,3.8671281933784485,0.0,2.0784077048301697,23.980600833892822,0.0,0.0,0.0,19.03661012649536,3.8668417930603027,0.0,0.0,2.1488186717033386,0.0,0.0,0.0,7.838200926780701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.663550317287445,0.0,22.800755500793457,0.0,0.0,11.036912202835083,2.231384813785553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241120231451.txt,0.0,0.0,1.2502894550561905,0.0,0.9536266168579459,3.112389586865902,5.049279063940048,5.901876658201218,7.327070906758308,0.0,1.6524559687823057,9.10382404923439,2.7467252872884274,0.8813255606219172,0.0,9.617024905979633,6.148861490190029,0.0,1.1464213402941823,0.0,5.5400626584887505,0.0,0.0,0.0,0.0,0.0,2.8561926409602165,2.946549464017153,0.8556503467261791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.072897158563137,1.3522775210440159,0.0,2.0094169955700636,0.0,0.0,0.0,0.0,1.4445024002343416,0.0
51020131145.txt,0.0,0.0,0.0,0.0,3.0639229360967875,4.684143677353859,25.479037791490555,3.2205206714570522,2.3166020270437,0.0,0.0,0.0,2.8165838373824954,0.0,0.0,44.66441452503204,0.0,0.0,0.0,31.065188214182854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.759374223649502,0.0,0.0,0.0,0.0,0.0,0.0,1.9228068962693214,0.0,5.792125241830945,22.58093874901533,0.0,5.601174626499414,6.506165035068989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
051020131203.txt,0.0,0.0,6.9832717180252075,3.791769415140152,0.0,2.4001446962356567,5.462461620569229,3.0789686143398285,0.7596954368054867,0.0,0.0,2.0245611369609833,2.8552570939064026,0.0,0.0,7.4650095999240875,0.0,0.0,0.8608059324324131,0.0,0.0,0.0,0.0,1.0754399523139,0.0,0.0,0.6023579277098179,4.984743431210518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2411433532834053,0.0,0.0,0.9839437678456306,0.0,0.0,0.0,0.0,0.0,2.9196695387363434,0.0,0.0,0.0
51020131150.txt,0.0,0.0,4.49925209581852,0.0,0.0,6.100571513175964,9.059984147548676,2.7899131178855896,0.792134054005146,0.0,0.0,0.0,0.0,0.0,0.0,17.306718289852142,0.0,0.0,1.7032498717308044,2.2258975878357887,0.0,0.0,0.0,0.0,0.0,0.0,0.7678494714200497,5.1445492804050446,0.0,0.0,0.8796501979231834,0.0,0.0,0.0,0.0,0.0,5.878332585096359,7.47597000002861,0.0,0.0,2.848382920026779,0.0,0.0,2.522148162126541,0.0,0.0,0.0,0.0,0.0,0.0
241120231450.txt,2.0302088260650635,0.0,0.0,0.0,6.369253009557724,0.0,5.362707510590553,7.8040317595005035,11.140662014484406,1.3659555427730083,0.0,4.483503147959709,0.0,0.0,5.272969663143158,8.931468278169632,4.822437584400177,0.0,0.0,0.0,5.083802342414856,0.0,0.0,1.1624140925705433,0.0,0.9977906309068203,5.127363249659538,5.334582328796387,3.137659579515457,0.0,0.0,0.0,1.4335748367011547,0.0,0.0,0.0,0.9681404009461403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3278021961450577,2.1992476359009743,0.0
241120231452.txt,0.0,0.0,3.01173684746027,0.0,4.02324877679348,2.0313869416713715,4.806335926055908,11.69025993347168,3.9853973239660263,0.0,1.4538202993571758,3.9602890610694885,0.0,0.0,4.039908394217491,37.38981652259827,7.4961338341236115,0.0,1.3672077469527721,0.0,1.5405745916068554,0.0,0.0,0.0,0.0,0.0,6.238302037119865,4.564701899886131,1.6245013251900673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2788882665336132,7.967844903469086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241120225341.txt,0.0,0.0,0.0,0.0,0.0,0.8104044673964381,4.476185634732246,6.373839311301708,0.9239460816606879,0.0,0.0,0.0,0.0,1.2096449974924326,2.5949732065200806,39.05241522192955,0.0,0.0,2.351937558501959,0.0,0.0,0.0,0.0,0.0,0.0,2.479952745139599,1.0799834346398711,2.8717512898147106,1.0664228480309248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8148897401988506,0.0,0.0,1.2376247849315405,2.173028253018856,0.0
